paths,labels
data\images\fabia_color\no_gesture\20250321163932_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163932_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163933.jpg,4
data\images\fabia_color\no_gesture\20250321163933_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163933_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163933_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163935.jpg,4
data\images\fabia_color\no_gesture\20250321163935_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163935_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163935_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163937.jpg,4
data\images\fabia_color\no_gesture\20250321163937_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163937_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163937_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163943.jpg,4
data\images\fabia_color\no_gesture\20250321163943_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163943_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163943_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163947.jpg,4
data\images\fabia_color\no_gesture\20250321163947_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163947_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163947_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163954.jpg,4
data\images\fabia_color\no_gesture\20250321163954_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163954_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163954_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163957.jpg,4
data\images\fabia_color\no_gesture\20250321163957_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163957_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163957_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321163959.jpg,4
data\images\fabia_color\no_gesture\20250321163959_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321163959_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321163959_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164004.jpg,4
data\images\fabia_color\no_gesture\20250321164004_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164004_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164004_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164014.jpg,4
data\images\fabia_color\no_gesture\20250321164014_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164014_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164014_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164217.jpg,4
data\images\fabia_color\no_gesture\20250321164217_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164217_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164217_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164229.jpg,4
data\images\fabia_color\no_gesture\20250321164229_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164229_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164229_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164241.jpg,4
data\images\fabia_color\no_gesture\20250321164241_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164241_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164241_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164258.jpg,4
data\images\fabia_color\no_gesture\20250321164258_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164258_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164258_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164321.jpg,4
data\images\fabia_color\no_gesture\20250321164321_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164321_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164321_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164330.jpg,4
data\images\fabia_color\no_gesture\20250321164330_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164330_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164330_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164333.jpg,4
data\images\fabia_color\no_gesture\20250321164333_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164333_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164333_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164336.jpg,4
data\images\fabia_color\no_gesture\20250321164336_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164336_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164336_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164339.jpg,4
data\images\fabia_color\no_gesture\20250321164339_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164339_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164339_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164341.jpg,4
data\images\fabia_color\no_gesture\20250321164341_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164341_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164341_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164347.jpg,4
data\images\fabia_color\no_gesture\20250321164347_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164347_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164347_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164351.jpg,4
data\images\fabia_color\no_gesture\20250321164351_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164351_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164351_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321164838.jpg,4
data\images\fabia_color\no_gesture\20250321164838_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321164838_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321164838_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165246.jpg,4
data\images\fabia_color\no_gesture\20250321165246_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165246_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165246_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165250.jpg,4
data\images\fabia_color\no_gesture\20250321165250_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165250_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165250_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165257.jpg,4
data\images\fabia_color\no_gesture\20250321165257_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165257_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165257_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165300.jpg,4
data\images\fabia_color\no_gesture\20250321165300_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165300_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165300_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165303.jpg,4
data\images\fabia_color\no_gesture\20250321165303_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165303_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165303_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165306.jpg,4
data\images\fabia_color\no_gesture\20250321165306_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165306_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165306_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165338.jpg,4
data\images\fabia_color\no_gesture\20250321165338_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165338_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165338_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165347.jpg,4
data\images\fabia_color\no_gesture\20250321165347_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165347_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165347_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165459.jpg,4
data\images\fabia_color\no_gesture\20250321165459_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165459_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165459_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165505.jpg,4
data\images\fabia_color\no_gesture\20250321165505_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165505_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165505_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165511.jpg,4
data\images\fabia_color\no_gesture\20250321165511_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165511_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165511_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165513.jpg,4
data\images\fabia_color\no_gesture\20250321165513_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165513_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165513_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165518.jpg,4
data\images\fabia_color\no_gesture\20250321165518_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165518_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165518_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165522.jpg,4
data\images\fabia_color\no_gesture\20250321165522_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165522_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165522_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165524.jpg,4
data\images\fabia_color\no_gesture\20250321165524_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165524_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165524_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165526.jpg,4
data\images\fabia_color\no_gesture\20250321165526_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165526_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165526_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165556.jpg,4
data\images\fabia_color\no_gesture\20250321165556_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165556_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165556_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321165756.jpg,4
data\images\fabia_color\no_gesture\20250321165756_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321165756_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321165756_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170004.jpg,4
data\images\fabia_color\no_gesture\20250321170004_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170004_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170004_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170005.jpg,4
data\images\fabia_color\no_gesture\20250321170005_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170005_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170005_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170210.jpg,4
data\images\fabia_color\no_gesture\20250321170210_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170210_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170210_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170233.jpg,4
data\images\fabia_color\no_gesture\20250321170233_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170233_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170233_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170304.jpg,4
data\images\fabia_color\no_gesture\20250321170304_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170304_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170304_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170313.jpg,4
data\images\fabia_color\no_gesture\20250321170313_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170313_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170313_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170321.jpg,4
data\images\fabia_color\no_gesture\20250321170321_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170321_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170321_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170326.jpg,4
data\images\fabia_color\no_gesture\20250321170326_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170326_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170326_aug_2.jpg,4
data\images\fabia_color\no_gesture\20250321170408.jpg,4
data\images\fabia_color\no_gesture\20250321170408_aug_0.jpg,4
data\images\fabia_color\no_gesture\20250321170408_aug_1.jpg,4
data\images\fabia_color\no_gesture\20250321170408_aug_2.jpg,4
