paths,labels
data\images\fabia_gray\no_gesture\20250321164258_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164321_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164321_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164321_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164321_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164330_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164330_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164330_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164330_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164333_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164333_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164333_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164333_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164336_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164336_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164336_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164336_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164339_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164339_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164339_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164339_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164341_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164341_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164341_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164341_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164347_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164347_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164347_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164347_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164351_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164351_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164351_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164351_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164838_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164838_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164838_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321164838_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165246_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165246_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165246_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165246_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165250_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165250_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165250_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165250_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165257_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165257_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165257_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165257_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165300_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165300_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165300_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165300_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165303_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165303_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165303_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165303_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165306_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165306_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165306_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165306_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165338_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165338_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165338_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165338_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165347_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165347_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165347_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165347_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165459_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165459_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165459_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165459_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165505_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165505_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165505_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165505_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165511_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165511_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165511_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165511_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165513_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165513_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165513_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165513_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165518_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165518_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165518_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165518_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165522_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165522_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165522_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165522_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165524_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165524_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165524_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165524_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165526_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165526_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165526_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165526_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165556_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165556_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165556_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165556_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165756_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165756_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165756_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321165756_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170004_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170004_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170004_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170004_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170005_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170005_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170005_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170005_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170210_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170210_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170210_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170210_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170233_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170233_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170233_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170233_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170304_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170304_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170304_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170304_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170313_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170313_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170313_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170313_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170321_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170321_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170321_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170321_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170326_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170326_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170326_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170326_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170408_aug_0_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170408_aug_1_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170408_aug_2_bw.jpg,5
data\images\fabia_gray\no_gesture\20250321170408_bw.jpg,5
data\images\fabia_gray\ok\20250321162902_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162902_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162902_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162902_bw.jpg,6
data\images\fabia_gray\ok\20250321162905(1)_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162905(1)_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162905(1)_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162905(1)_bw.jpg,6
data\images\fabia_gray\ok\20250321162905_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162905_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162905_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162905_bw.jpg,6
data\images\fabia_gray\ok\20250321162906_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162906_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162906_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162906_bw.jpg,6
data\images\fabia_gray\ok\20250321162907_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162907_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162907_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162907_bw.jpg,6
data\images\fabia_gray\ok\20250321162911_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162911_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162911_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162911_bw.jpg,6
data\images\fabia_gray\ok\20250321162913_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162913_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162913_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162913_bw.jpg,6
data\images\fabia_gray\ok\20250321162915_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162915_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162915_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162915_bw.jpg,6
data\images\fabia_gray\ok\20250321162917_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321162917_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321162917_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321162917_bw.jpg,6
data\images\fabia_gray\ok\20250321163200(1)_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163200(1)_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163200(1)_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163200(1)_bw.jpg,6
data\images\fabia_gray\ok\20250321163200_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163200_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163200_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163200_bw.jpg,6
data\images\fabia_gray\ok\20250321163204_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163204_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163204_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163204_bw.jpg,6
data\images\fabia_gray\ok\20250321163205_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163205_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163205_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163205_bw.jpg,6
data\images\fabia_gray\ok\20250321163207_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163207_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163207_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163207_bw.jpg,6
data\images\fabia_gray\ok\20250321163210_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163210_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163210_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163210_bw.jpg,6
data\images\fabia_gray\ok\20250321163213_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163213_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163213_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163213_bw.jpg,6
data\images\fabia_gray\ok\20250321163425_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163425_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163425_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163425_bw.jpg,6
data\images\fabia_gray\ok\20250321163430_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163430_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163430_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163430_bw.jpg,6
data\images\fabia_gray\ok\20250321163432_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163432_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163432_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163432_bw.jpg,6
data\images\fabia_gray\ok\20250321163433_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321163433_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321163433_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321163433_bw.jpg,6
data\images\fabia_gray\ok\20250321164815_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164815_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164815_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164815_bw.jpg,6
data\images\fabia_gray\ok\20250321164818_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164818_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164818_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164818_bw.jpg,6
data\images\fabia_gray\ok\20250321164819_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164819_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164819_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164819_bw.jpg,6
data\images\fabia_gray\ok\20250321164822_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164822_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164822_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164822_bw.jpg,6
data\images\fabia_gray\ok\20250321164824_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164824_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164824_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164824_bw.jpg,6
data\images\fabia_gray\ok\20250321164827_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164827_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164827_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164827_bw.jpg,6
data\images\fabia_gray\ok\20250321164830_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164830_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164830_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164830_bw.jpg,6
data\images\fabia_gray\ok\20250321164831_aug_0_bw.jpg,6
data\images\fabia_gray\ok\20250321164831_aug_1_bw.jpg,6
data\images\fabia_gray\ok\20250321164831_aug_2_bw.jpg,6
data\images\fabia_gray\ok\20250321164831_bw.jpg,6
data\images\fabia_gray\one\20250321163039_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163039_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163039_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163039_bw.jpg,7
data\images\fabia_gray\one\20250321163041_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163041_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163041_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163041_bw.jpg,7
data\images\fabia_gray\one\20250321163042_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163042_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163042_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163042_bw.jpg,7
data\images\fabia_gray\one\20250321163044_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163044_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163044_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163044_bw.jpg,7
data\images\fabia_gray\one\20250321163045_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163045_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163045_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163045_bw.jpg,7
data\images\fabia_gray\one\20250321163050_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321163050_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321163050_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321163050_bw.jpg,7
data\images\fabia_gray\one\20250321165055_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165055_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165055_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165055_bw.jpg,7
data\images\fabia_gray\one\20250321165058_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165058_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165058_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165058_bw.jpg,7
data\images\fabia_gray\one\20250321165100_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165100_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165100_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165100_bw.jpg,7
data\images\fabia_gray\one\20250321165102_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165102_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165102_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165102_bw.jpg,7
data\images\fabia_gray\one\20250321165104_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165104_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165104_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165104_bw.jpg,7
data\images\fabia_gray\one\20250321165111_aug_0_bw.jpg,7
data\images\fabia_gray\one\20250321165111_aug_1_bw.jpg,7
data\images\fabia_gray\one\20250321165111_aug_2_bw.jpg,7
data\images\fabia_gray\one\20250321165111_bw.jpg,7
data\images\fabia_gray\palm\20250321163517_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163517_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163517_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163517_bw.jpg,8
data\images\fabia_gray\palm\20250321163519_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163519_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163519_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163519_bw.jpg,8
data\images\fabia_gray\palm\20250321163520_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163520_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163520_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163520_bw.jpg,8
data\images\fabia_gray\palm\20250321163522_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163522_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163522_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163522_bw.jpg,8
data\images\fabia_gray\palm\20250321163523_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163523_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163523_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163523_bw.jpg,8
data\images\fabia_gray\palm\20250321163524_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163524_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163524_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163524_bw.jpg,8
data\images\fabia_gray\palm\20250321163525_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321163525_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321163525_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321163525_bw.jpg,8
data\images\fabia_gray\palm\20250321164358_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164358_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164358_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164358_bw.jpg,8
data\images\fabia_gray\palm\20250321164400_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164400_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164400_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164400_bw.jpg,8
data\images\fabia_gray\palm\20250321164401_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164401_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164401_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164401_bw.jpg,8
data\images\fabia_gray\palm\20250321164925_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164925_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164925_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164925_bw.jpg,8
data\images\fabia_gray\palm\20250321164927_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164927_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164927_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164927_bw.jpg,8
data\images\fabia_gray\palm\20250321164928_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164928_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164928_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164928_bw.jpg,8
data\images\fabia_gray\palm\20250321164930_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164930_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164930_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164930_bw.jpg,8
data\images\fabia_gray\palm\20250321164933_aug_0_bw.jpg,8
data\images\fabia_gray\palm\20250321164933_aug_1_bw.jpg,8
data\images\fabia_gray\palm\20250321164933_aug_2_bw.jpg,8
data\images\fabia_gray\palm\20250321164933_bw.jpg,8
data\images\fabia_gray\peace_inv\20250321162413_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162413_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162413_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162413_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162425_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162425_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162425_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162425_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162429_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162429_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162429_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162429_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162433_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162433_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162433_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162433_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162439_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162439_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162439_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162439_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162442_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162442_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162442_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162442_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162448_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162448_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162448_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162448_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162454_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162454_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162454_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162454_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162503_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162503_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162503_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162503_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162505_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162505_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162505_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162505_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162509_aug_0_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162509_aug_1_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162509_aug_2_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162509_bw.jpg,9
data\images\fabia_gray\peace_inv\20250321162516_aug_0_bw.jpg,9
